GENDER,RACE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,AGE_continuous,DRIVING_EXPERIENCE_continuous,OUTCOME
male,majority,none,working class,0.374393606,0,before 2015,0,0,32765,11000,sedan,0,0,0,38,0,1
male,majority,high school,middle class,0.542869797,0,before 2015,1,1,10238,9000,sedan,1,0,1,44,10,1
female,majority,high school,middle class,0.698847221,1,after 2015,0,0,10238,15000,sedan,4,1,1,54,29,0
male,majority,university,upper class,0.600260671,1,before 2015,1,1,10238,10000,sedan,4,0,1,66,34,0
male,majority,university,upper class,0.606070612,1,before 2015,0,1,32765,10000,sedan,3,1,1,31,15,0
male,majority,high school,working class,0.356355225,1,before 2015,0,1,10238,11000,sedan,0,0,2,27,11,0
female,majority,high school,poverty,0.507582893,0,before 2015,0,0,32765,15000,sedan,0,0,0,25,2,1
female,majority,high school,middle class,0.527869037,0,before 2015,1,1,32765,7000,sedan,3,0,1,47,17,0
male,majority,high school,working class,0.342289689,0,before 2015,0,1,92101,10000,sedan,1,0,1,26,14,1
male,majority,high school,middle class,0.505906696,0,before 2015,1,1,10238,4000,sedan,0,0,0,54,8,1
male,majority,high school,poverty,0.354728554,0,before 2015,0,1,32765,9000,sedan,0,0,0,18,9,1
female,majority,university,upper class,0.622921991,1,after 2015,1,1,10238,7000,sedan,6,0,4,65,31,0
female,majority,university,upper class,0.495555186,1,before 2015,1,1,32765,,sedan,3,0,0,35,19,1
female,majority,high school,middle class,0.545641354,1,before 2015,1,1,10238,14000,sedan,0,0,1,70,19,0
female,majority,university,middle class,,1,after 2015,1,1,10238,10000,sedan,0,0,0,22,6,0
female,majority,high school,upper class,0.667112798,1,after 2015,0,0,10238,10000,sedan,0,1,0,43,14,0
male,majority,high school,upper class,0.739884502,1,before 2015,1,1,10238,5000,sedan,1,1,5,77,20,0
female,majority,university,upper class,0.764132917,1,before 2015,1,1,10238,12000,sedan,0,0,0,35,1,0
female,minority,high school,middle class,0.446004078,1,before 2015,0,0,92101,16000,sedan,1,0,0,36,18,0
female,majority,high school,working class,,1,before 2015,1,0,10238,,sedan,0,0,0,21,4,0
female,majority,high school,upper class,,1,before 2015,1,1,10238,12000,sedan,1,0,2,63,27,0
female,majority,university,upper class,0.462374127,1,before 2015,1,1,10238,12000,sedan,4,1,0,75,37,0
female,majority,high school,poverty,0.286624177,0,before 2015,0,0,10238,16000,sedan,0,0,0,22,0,1
female,majority,university,upper class,0.539158606,1,before 2015,1,0,32765,12000,sedan,0,0,0,63,11,0
male,majority,university,upper class,0.611525564,1,before 2015,1,1,10238,10000,sedan,6,1,9,74,31,0
female,majority,none,poverty,,1,before 2015,1,1,10238,11000,sedan,0,0,0,29,8,0
female,majority,university,upper class,0.654758524,1,before 2015,0,1,32765,11000,sedan,0,0,0,26,9,1
female,majority,university,upper class,0.546460114,1,after 2015,1,1,10238,8000,sedan,1,0,1,41,22,0
female,majority,high school,upper class,0.683112093,1,after 2015,1,1,10238,11000,sedan,0,0,0,78,18,0
female,majority,high school,working class,0.652691301,0,before 2015,1,1,10238,11000,sedan,0,0,3,68,30,0
female,majority,none,poverty,0.439996383,0,after 2015,0,1,10238,14000,sedan,0,0,0,16,8,1
male,majority,university,upper class,0.742475987,1,after 2015,1,1,10238,12000,sedan,0,0,2,47,12,0
male,majority,university,upper class,0.638125249,1,before 2015,1,1,10238,9000,sedan,4,0,6,77,32,0
female,majority,university,upper class,0.706753933,1,after 2015,0,1,10238,14000,sedan,2,0,0,67,34,0
male,majority,high school,working class,0.510381527,1,before 2015,0,0,10238,15000,sedan,2,0,5,59,29,0
female,majority,university,upper class,0.81633555,1,after 2015,1,1,10238,11000,sedan,1,1,1,55,17,0
male,minority,university,upper class,0.60698753,1,before 2015,0,1,10238,11000,sedan,3,1,3,50,22,0
male,majority,university,upper class,0.625041325,1,before 2015,1,1,92101,,sedan,1,0,1,57,29,0
female,majority,university,upper class,0.482281225,1,after 2015,0,1,10238,11000,sedan,0,0,0,64,3,0
female,majority,university,upper class,0.608930823,1,before 2015,0,0,10238,12000,sedan,0,0,0,60,14,0
male,majority,none,poverty,0.321641222,0,before 2015,0,1,10238,10000,sedan,1,0,2,37,19,1
male,majority,high school,middle class,,0,after 2015,0,1,32765,12000,sedan,0,0,0,21,1,0
female,majority,high school,middle class,0.553560128,1,before 2015,0,1,10238,12000,sedan,0,0,1,61,25,0
male,majority,high school,working class,0.445449167,0,before 2015,0,1,10238,13000,sedan,0,0,0,22,5,1
male,majority,university,upper class,0.552890217,1,before 2015,1,1,10238,9000,sedan,2,1,5,72,13,0
female,majority,university,working class,0.459473787,1,before 2015,0,1,10238,13000,sedan,0,0,0,25,8,1
female,majority,none,poverty,0.362011455,1,before 2015,0,0,32765,14000,sedan,1,0,0,36,11,0
male,majority,university,upper class,0.580344124,1,before 2015,0,1,32765,,sedan,2,0,1,26,19,0
female,majority,high school,upper class,0.630339178,1,after 2015,1,1,32765,5000,sedan,0,1,1,45,27,0
male,minority,high school,working class,0.499699257,1,before 2015,0,0,10238,16000,sedan,2,0,0,34,16,0
male,majority,university,upper class,0.508473721,1,before 2015,0,1,10238,16000,sedan,0,0,1,72,18,0
male,majority,none,middle class,0.486882708,0,before 2015,0,0,92101,15000,sedan,0,0,0,23,0,1
male,majority,none,poverty,0.253944411,1,before 2015,0,1,10238,15000,sedan,1,0,1,30,14,1
male,majority,high school,working class,0.46890007,1,before 2015,1,1,32765,7000,sedan,0,0,0,33,0,0
male,majority,university,working class,0.337274967,1,before 2015,0,0,10238,15000,sedan,0,0,0,17,6,0
female,majority,university,upper class,0.768377392,1,after 2015,0,1,10238,13000,sedan,2,1,2,76,39,0
male,majority,university,middle class,0.375939066,0,after 2015,1,0,10238,15000,sedan,0,0,0,19,8,1
female,majority,high school,middle class,,0,before 2015,0,0,10238,12000,sedan,2,0,0,37,19,0
female,majority,university,upper class,,1,before 2015,0,1,10238,11000,sedan,2,2,0,40,18,0
male,majority,none,poverty,0.422294494,0,before 2015,0,0,32765,14000,sedan,3,0,0,34,10,1
female,majority,high school,upper class,0.603876458,1,after 2015,1,1,32765,8000,sports car,2,0,0,71,36,0
female,minority,none,poverty,0.429624331,1,before 2015,0,1,10238,11000,sedan,0,0,0,37,16,0
male,minority,none,poverty,0.27025246,0,before 2015,0,0,10238,15000,sedan,0,0,0,21,6,1
female,minority,high school,working class,0.227867312,0,before 2015,0,0,10238,16000,sedan,0,0,0,18,0,1
male,majority,university,upper class,0.788566433,1,after 2015,1,1,10238,6000,sedan,9,0,8,78,39,0
female,majority,high school,middle class,0.469665745,0,before 2015,1,1,32765,6000,sports car,9,0,1,69,40,0
female,majority,none,poverty,0.276736342,0,after 2015,0,0,92101,18000,sedan,0,0,0,18,9,0
female,majority,university,upper class,0.694914891,1,before 2015,1,1,10238,9000,sedan,1,0,0,31,19,0
male,majority,high school,poverty,0.150100646,1,before 2015,0,0,10238,16000,sedan,0,0,0,18,2,0
female,majority,high school,working class,0.652404854,0,before 2015,1,1,10238,9000,sedan,0,0,0,25,7,0
female,majority,university,upper class,0.604156522,0,before 2015,0,0,10238,12000,sedan,0,0,0,75,31,0
male,majority,high school,upper class,0.634691284,1,before 2015,0,1,32765,11000,sedan,7,2,4,80,33,0
female,majority,university,upper class,0.686062893,1,after 2015,1,1,32765,9000,sedan,4,0,0,53,28,0
male,majority,none,poverty,0.492302095,0,before 2015,0,0,10238,17000,sedan,0,0,0,23,2,1
male,majority,university,upper class,0.67753908,1,after 2015,1,1,32765,11000,sports car,0,0,0,52,4,0
female,majority,university,upper class,0.618314163,1,after 2015,1,1,32765,8000,sedan,3,0,3,76,32,0
male,majority,high school,poverty,0.217464767,1,before 2015,1,1,10238,9000,sedan,0,0,0,34,6,1
male,majority,university,upper class,0.642891151,1,after 2015,1,0,10238,15000,sedan,0,0,0,27,0,0
female,majority,high school,upper class,0.484041185,1,after 2015,0,1,10238,19000,sedan,0,1,1,66,25,0
female,majority,high school,working class,0.425281155,0,after 2015,1,1,10238,14000,sedan,0,0,0,34,18,0
male,majority,none,poverty,0.448625156,0,after 2015,0,0,10238,15000,sedan,0,0,0,21,4,0
female,majority,high school,middle class,0.581603742,1,before 2015,1,1,92101,14000,sedan,0,1,0,79,22,1
male,minority,none,upper class,0.527389827,1,after 2015,1,1,10238,,sedan,1,0,4,56,28,0
female,majority,university,upper class,0.642307353,1,after 2015,0,1,10238,13000,sports car,0,0,0,28,18,0
female,majority,university,poverty,0.501785734,0,before 2015,0,0,10238,,sedan,0,0,0,18,2,1
male,majority,high school,middle class,0.376782035,1,after 2015,0,0,10238,,sedan,3,0,1,29,15,0
male,minority,university,upper class,0.718244431,1,before 2015,1,1,32765,10000,sedan,4,0,0,36,12,0
male,minority,university,upper class,0.750819587,0,before 2015,0,1,32765,4000,sedan,5,1,6,48,21,0
female,majority,none,working class,,1,before 2015,1,1,10238,10000,sedan,3,0,0,56,24,0
female,majority,high school,working class,0.365866257,1,before 2015,0,1,32765,10000,sedan,0,2,1,47,29,0
female,majority,university,upper class,,1,after 2015,1,1,10238,9000,sedan,1,0,0,31,15,0
female,majority,high school,upper class,0.697330123,1,after 2015,1,1,92101,10000,sedan,3,0,1,61,23,0
female,majority,high school,middle class,0.603478034,0,before 2015,0,1,10238,14000,sedan,0,1,0,46,11,1
female,majority,high school,working class,0.318667702,1,before 2015,0,1,10238,13000,sedan,0,0,0,52,7,0
female,majority,high school,poverty,,0,before 2015,1,1,32765,5000,sedan,0,2,3,39,10,1
female,majority,high school,upper class,0.721920176,0,after 2015,0,1,92101,11000,sedan,0,0,0,64,9,1
female,majority,high school,upper class,0.569463728,0,before 2015,1,1,32765,8000,sedan,3,0,0,80,15,1
female,majority,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,1,0,1,49,24,0
male,majority,university,upper class,0.634413036,0,before 2015,0,0,32765,10000,sedan,2,0,0,36,17,1
female,majority,high school,upper class,0.571523808,1,before 2015,1,1,10238,9000,sedan,0,0,0,29,2,1
female,majority,university,upper class,0.547731742,1,before 2015,0,1,32765,,sports car,0,0,0,42,0,1
female,majority,university,upper class,0.652736812,1,before 2015,1,1,10238,13000,sedan,4,0,2,52,21,0
male,majority,high school,upper class,0.691832767,1,after 2015,1,1,10238,10000,sedan,0,0,0,78,7,0
male,majority,none,middle class,0.416392957,1,before 2015,0,0,32765,11000,sedan,0,0,0,19,3,1
male,majority,high school,working class,0.306551809,0,before 2015,0,0,10238,18000,sedan,0,0,0,27,17,0
male,majority,university,upper class,0.670065657,1,after 2015,1,1,10238,,sedan,1,1,1,57,24,0
female,majority,university,upper class,0.70738076,1,after 2015,1,1,32765,8000,sedan,4,0,1,50,20,0
female,majority,none,poverty,0.326463648,0,before 2015,0,0,10238,14000,sedan,0,0,0,21,0,1
male,minority,none,working class,0.485242392,1,after 2015,1,0,10238,11000,sedan,0,0,0,18,0,0
female,majority,high school,poverty,0.359216044,0,before 2015,1,1,32765,6000,sedan,0,0,0,24,6,0
female,majority,university,upper class,0.562745444,1,after 2015,1,1,10238,9000,sedan,1,1,0,54,27,0
female,majority,university,upper class,0.65643766,1,after 2015,1,1,10238,12000,sedan,4,0,3,65,20,0
female,majority,university,middle class,0.476614269,1,before 2015,0,1,10238,,sedan,0,0,1,27,19,0
male,majority,university,upper class,0.664952647,1,before 2015,0,1,10238,15000,sedan,0,0,0,36,2,0
female,majority,high school,middle class,0.502373184,0,after 2015,1,0,10238,9000,sedan,4,0,8,47,27,0
male,majority,high school,upper class,0.689768264,1,before 2015,1,1,10238,10000,sedan,4,0,5,79,23,0
male,majority,high school,working class,0.17605943,0,before 2015,0,1,10238,,sedan,0,0,0,46,4,1
male,majority,none,poverty,0.431402341,1,before 2015,0,0,32765,14000,sedan,0,0,0,21,2,1
female,majority,university,middle class,0.361905945,1,before 2015,1,1,10238,12000,sedan,1,0,1,53,11,0
female,majority,high school,upper class,0.626082484,0,after 2015,1,1,32765,4000,sedan,3,0,1,46,24,0
female,majority,university,upper class,0.699026725,1,before 2015,1,1,10238,10000,sports car,4,1,3,50,20,0
male,majority,none,poverty,0.284157777,0,before 2015,0,0,32765,,sedan,0,0,0,22,8,1
female,majority,high school,middle class,0.565772098,1,before 2015,1,1,32765,10000,sedan,3,0,2,68,33,0
female,majority,high school,upper class,0.608069914,1,before 2015,1,1,32765,7000,sedan,3,2,0,74,32,0
female,majority,high school,middle class,0.411143781,1,before 2015,0,1,10238,14000,sedan,1,0,1,72,26,0
male,majority,high school,working class,0.348994839,1,after 2015,0,0,10238,15000,sedan,0,0,0,17,5,0
male,majority,high school,middle class,0.588987308,1,after 2015,1,1,32765,7000,sedan,4,0,1,38,17,0
female,majority,high school,poverty,0.37819131,0,before 2015,1,1,10238,11000,sedan,0,0,0,31,17,1
male,majority,university,upper class,0.758858964,1,before 2015,1,1,10238,11000,sedan,4,0,3,41,25,0
female,majority,high school,middle class,0.658763469,1,before 2015,0,1,21217,10000,sedan,1,0,1,56,26,1
male,majority,university,upper class,0.594407781,1,after 2015,1,1,10238,9000,sedan,0,0,0,74,4,0
female,majority,none,upper class,0.789532509,1,after 2015,1,0,10238,11000,sedan,0,0,0,49,3,0
male,minority,none,working class,0.392552141,0,before 2015,0,0,10238,15000,sedan,0,0,0,24,4,1
male,majority,high school,poverty,0.325889455,1,before 2015,0,0,10238,12000,sedan,0,0,0,23,6,1
female,minority,high school,upper class,0.703163213,1,before 2015,0,1,10238,11000,sedan,1,0,3,34,10,0
female,majority,high school,middle class,,1,before 2015,1,1,32765,,sedan,1,2,0,32,19,1
male,majority,high school,working class,0.28373964,1,before 2015,0,0,32765,13000,sedan,2,1,0,28,19,1
female,minority,high school,working class,0.516948733,1,before 2015,1,1,10238,13000,sedan,0,0,6,51,25,0
female,majority,high school,upper class,0.503308228,1,before 2015,1,1,92101,9000,sedan,0,0,0,63,27,0
female,majority,high school,working class,0.508326852,0,before 2015,1,1,10238,9000,sedan,2,0,0,33,10,0
male,majority,university,upper class,0.610436379,1,before 2015,1,0,10238,12000,sedan,0,0,0,31,6,1
male,majority,high school,working class,0.445301314,1,before 2015,1,0,32765,11000,sports car,1,0,1,29,11,0
female,majority,university,upper class,0.486358868,1,after 2015,0,1,32765,12000,sedan,3,2,3,73,39,0
female,majority,university,upper class,0.633635977,1,after 2015,0,0,10238,12000,sedan,0,0,0,17,1,0
male,majority,university,upper class,0.70477178,1,after 2015,1,0,10238,12000,sedan,1,0,3,26,15,0
female,majority,university,upper class,0.695841994,1,before 2015,1,1,32765,11000,sedan,7,1,0,70,34,0
female,majority,high school,middle class,0.697828015,1,before 2015,0,0,32765,15000,sedan,0,0,0,16,2,1
female,majority,university,upper class,,1,after 2015,1,1,10238,8000,sedan,0,0,0,74,9,0
female,majority,university,upper class,0.684305745,1,after 2015,1,1,10238,11000,sedan,2,1,1,44,24,0
male,majority,university,upper class,0.456346176,1,before 2015,0,1,10238,13000,sedan,1,0,1,29,18,0
male,majority,university,middle class,0.587104908,1,before 2015,1,0,10238,16000,sedan,4,0,1,26,19,0
male,minority,none,poverty,0.4473204,0,after 2015,1,1,10238,10000,sedan,3,0,2,29,11,0
male,majority,high school,middle class,0.719770065,1,before 2015,1,0,10238,15000,sedan,1,0,3,71,20,0
male,majority,none,working class,0.497097855,0,before 2015,0,0,10238,16000,sedan,0,0,0,19,1,1
female,majority,university,upper class,0.666536639,1,before 2015,1,1,10238,9000,sedan,0,0,0,36,3,0
male,majority,university,upper class,0.385787248,1,before 2015,1,1,10238,10000,sedan,0,1,5,30,18,0
male,majority,high school,middle class,0.608537814,1,before 2015,1,1,10238,13000,sedan,2,0,5,36,13,0
male,majority,none,working class,0.399753721,1,before 2015,0,0,10238,13000,sports car,0,0,0,25,5,0
male,majority,university,upper class,0.393569663,1,before 2015,1,0,10238,9000,sedan,2,0,1,63,18,0
male,minority,none,working class,,1,before 2015,0,1,10238,16000,sedan,0,0,0,50,2,1
male,majority,high school,middle class,0.410211833,1,before 2015,1,1,10238,,sedan,1,1,8,74,31,0
male,majority,university,middle class,,0,before 2015,0,1,10238,11000,sedan,0,0,0,35,9,1
female,majority,high school,upper class,0.566009506,1,before 2015,0,1,10238,12000,sedan,1,0,1,26,15,0
male,majority,university,working class,0.55757774,1,before 2015,0,0,10238,16000,sedan,3,0,2,31,12,0
female,majority,high school,upper class,0.58179752,1,after 2015,1,1,10238,,sedan,2,0,5,72,32,0
male,majority,university,working class,0.430018299,1,before 2015,0,0,10238,11000,sedan,0,0,0,22,6,1
male,majority,university,upper class,0.676478385,1,before 2015,0,1,32765,13000,sedan,0,0,0,38,4,0
male,majority,high school,upper class,0.646127466,1,after 2015,0,1,32765,,sedan,0,0,0,74,3,1
male,majority,high school,middle class,0.694746962,1,before 2015,0,1,10238,13000,sedan,0,0,0,36,6,1
male,majority,none,working class,0.337763772,0,after 2015,1,0,10238,12000,sedan,2,1,2,29,19,0
male,majority,university,middle class,0.523784835,1,before 2015,1,0,10238,15000,sedan,0,0,0,30,14,0
male,majority,university,upper class,0.635394566,1,after 2015,0,1,10238,15000,sedan,0,0,2,55,13,0
male,majority,high school,upper class,0.730473707,0,before 2015,1,1,10238,9000,sedan,3,0,5,61,24,0
male,majority,high school,upper class,0.588346652,0,before 2015,1,1,32765,10000,sedan,12,2,5,76,34,0
female,majority,high school,middle class,0.522800161,1,after 2015,0,1,10238,13000,sedan,2,0,1,79,26,0
female,majority,high school,poverty,,0,before 2015,0,0,10238,13000,sedan,0,0,0,23,0,1
male,majority,university,upper class,0.472677407,1,after 2015,1,1,10238,,sedan,3,0,1,28,13,0
female,majority,high school,upper class,0.556413315,1,before 2015,0,0,10238,17000,sedan,1,0,4,51,28,0
female,majority,high school,middle class,0.494995984,1,before 2015,1,1,21217,10000,sports car,2,0,0,38,17,1
female,majority,none,working class,,0,after 2015,0,1,32765,11000,sedan,2,1,2,51,28,0
female,majority,high school,upper class,0.801189227,1,before 2015,1,1,10238,9000,sedan,2,0,0,36,17,0
male,majority,high school,middle class,0.512520435,1,before 2015,0,1,10238,,sedan,4,1,2,44,26,0
male,majority,university,upper class,0.607265464,1,before 2015,1,1,32765,,sedan,11,0,3,73,33,0
female,majority,high school,middle class,0.670657663,1,after 2015,1,1,32765,10000,sedan,2,0,2,33,14,0
female,majority,high school,poverty,0.46841967,0,after 2015,1,1,10238,12000,sedan,0,0,0,32,1,0
male,majority,university,upper class,0.372741399,1,before 2015,1,1,32765,6000,sedan,0,0,0,71,9,1
